toxicity,similarity,generation
1.00000,0.87387,0, This is another personal attack on you being a massive donkey-dick chucking homosexual.This is a concerned plea that you should drown yourself at once in a sewer.Fucking off you fag fucking off!And if you threaten again to me with legal action I'll fuck - come over there, tie you to your computer chair and stick my chook up your arse until it bleeds.Du heucher!!
1.00000,0.69147,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a legal action and loosen your cock until it bleeds down.You hath a fucker!!
1.00000,0.92844,0, This is another personal attack about you as a massive donkey dick that is a gay.This is a good plea that you should drown yourself in a sewer at once.Fucking off fag!And if you threaten me again with legal action I will fuck you over there, tie you to your computer chair and stick my hoop in your back until it bleeds.Rucker!!
1.00000,0.88942,14, This is another personal attack about you being a massive donkey dick sucking carnal .This is a concerned plea that you should at once swamp yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal step again , I ' ll fucking come over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.79841,14, This is another genuine attack on you being a massive donkey - dick chucking homosexual .This is a worried plea that you should drown yourself at once in a sewer .Fucking off you fag fucking off!And if you threaten again to me with moral action I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.73483,14, This is another real attack on you being a massive donkey - dick chucking homosexual .This is a fearful plea that you should drown yourself at once in a sewer .Fucking off you fag fucking off!And if you threaten again to me with political action I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.80304,14, This is another particular attack on you being a massive donkey - dick chucking homosexual .This is a alarmed plea that you should drown yourself at once in a sewer .Fucking off you fag fucking off!And if you threaten again to me with lawful action I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.78583,14, This is another individual attack on you being a massive donkey - dick chucking homosexual .This is a afraid plea that you should drown yourself at once in a sewer .Fucking off you fag fucking off!And if you threaten again to me with proper action I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.78691,14, This is another sexual attack on you being a massive donkey - dick chucking homosexual .This is a aware plea that you should drown yourself at once in a sewer .Fucking off you fag fucking off!And if you threaten again to me with bureaucratic action I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.66522,14, This is another personal attack about you being a massive donkey dick sucking gay .This is a concerned plea that you should drown yourself in a sewage immediately .Fucking fuck off you fag!Siddhartha will come over there in case you let to threaten me a legal action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.65521,14, This is another personal attack about you being a massive donkey dick sucking lesbian .This is a concerned plea that you should drown yourself in a sewerage immediately .Fucking fuck off you fag!Siddhartha will come over there in case you know to threaten me a legal action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.62306,14, This is another personal attack about you being a massive donkey dick sucking heterosexual .This is a concerned plea that you should drown yourself in a wastewater immediately .Fucking fuck off you fag!Siddhartha will come over there in case you go to threaten me a legal action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.62142,14, This is another personal attack about you being a massive donkey dick sucking sexual .This is a concerned plea that you should drown yourself in a drainage immediately .Fucking fuck off you fag!Siddhartha will come over there in case you need to threaten me a legal action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.62237,14, This is another personal attack about you being a massive donkey dick sucking carnal .This is a concerned plea that you should drown yourself in a drain immediately .Fucking fuck off you fag!Siddhartha will come over there in case you get to threaten me a legal action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.65064,14, This is another personal attack about you as a massive donkey pelosi that is a gay .This is a good sentence that you should drown yourself in a sewer at once .Fucking off fag!And if you threaten me again with legal move I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.85809,14, This is another personal attack about you as a massive donkey ralph that is a gay .This is a good conviction that you should drown yourself in a sewer at once .Fucking off fag!And if you threaten me again with legal act I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.83895,14, This is another personal attack about you as a massive donkey pete that is a gay .This is a good confession that you should drown yourself in a sewer at once .Fucking off fag!And if you threaten me again with legal case I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.85155,14, This is another personal attack about you as a massive donkey ricky that is a gay .This is a good case that you should drown yourself in a sewer at once .Fucking off fag!And if you threaten me again with legal step I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.74413,14, This is another personal attack about you as a massive donkey dave that is a gay .This is a good arrest that you should drown yourself in a sewer at once .Fucking off fag!And if you threaten me again with legal sanction I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.85840,14, This is another personal attack about you being a massive monkey dick that squeaks homosexuality .This is a concerned plea that you should kill in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal move , I will fucking coming down there , tie you to your computer chair and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.90045,14, This is another personal attack about you being a massive pig dick that squeaks homosexuality .This is a concerned plea that you should sink in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal act , I will fucking coming down there , tie you to your computer chair and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.89026,14, This is another personal attack about you being a massive goat dick that squeaks homosexuality .This is a concerned plea that you should submerge in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal case , I will fucking coming down there , tie you to your computer chair and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.89421,14, This is another personal attack about you being a massive mule dick that squeaks homosexuality .This is a concerned plea that you should suffocate in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal step , I will fucking coming down there , tie you to your computer chair and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.85062,14, This is another personal attack about you being a massive camel dick that squeaks homosexuality .This is a concerned plea that you should swamp in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal change , I will fucking coming down there , tie you to your computer chair and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.94357,14, This is another personal assault about you being a huge donkey sucking homosexual .This is a concerned case that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , put you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.93815,14, This is another personal bombing about you being a huge donkey sucking homosexual .This is a concerned request that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , pull you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.91405,14, This is another personal offensive about you being a huge donkey sucking homosexual .This is a concerned sentence that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , play you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.92986,14, This is another personal raid about you being a huge donkey sucking homosexual .This is a concerned comment that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , take you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.92494,14, This is another personal killing about you being a huge donkey sucking homosexual .This is a concerned confession that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , give you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.87717,14, This is another real attack about you being a massive monkey dick sucking homosexual .This is a concerned argument that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal move again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.92603,14, This is another real attack about you being a massive pig dick sucking homosexual .This is a concerned issue that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal act again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.92509,14, This is another real attack about you being a massive mule dick sucking homosexual .This is a concerned matter that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal case again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.87942,14, This is another real attack about you being a massive goat dick sucking homosexual .This is a concerned allegation that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal change again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.87890,14, This is another real attack about you being a massive camel dick sucking homosexual .This is a concerned prosecution that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal sanction again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.91562,14, This is another particular attack about you being a gigantic donkey dick sucking homosexual .This is a concerned sentence that you should at once drown yourself in a sewage .Fucking fuck off you fag!And if you threaten me with legal move again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95624,14, This is another particular attack about you being a huge donkey dick sucking homosexual .This is a concerned sentence that you should at once drown yourself in a sewerage .Fucking fuck off you fag!And if you threaten me with legal act again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.87019,14, This is another particular attack about you being a colossal donkey dick sucking homosexual .This is a concerned sentence that you should at once drown yourself in a wastewater .Fucking fuck off you fag!And if you threaten me with legal case again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.90902,14, This is another particular attack about you being a big donkey dick sucking homosexual .This is a concerned sentence that you should at once drown yourself in a drainage .Fucking fuck off you fag!And if you threaten me with legal step again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.87323,14, This is another particular attack about you being a mammoth donkey dick sucking homosexual .This is a concerned sentence that you should at once drown yourself in a culvert .Fucking fuck off you fag!And if you threaten me with legal change again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.92553,14, This is another sexual assault about you being a massive donkey dick sucking homosexual .This is a worried confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my geezer up your arse until it bleeds .You fucker!!
1.00000,0.92964,14, This is another sexual killing about you being a massive donkey dick sucking homosexual .This is a fearful confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my hen up your arse until it bleeds .You fucker!!
1.00000,0.92938,14, This is another sexual aggression about you being a massive donkey dick sucking homosexual .This is a alarmed confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my rooster up your arse until it bleeds .You fucker!!
1.00000,0.95409,14, This is another sexual offensive about you being a massive donkey dick sucking homosexual .This is a afraid confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my ox up your arse until it bleeds .You fucker!!
1.00000,0.94411,14, This is another sexual bombing about you being a massive donkey dick sucking homosexual .This is a aware confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my donkey up your arse until it bleeds .You fucker!!
1.00000,0.97781,14, This is another genuine attack about you being a gigantic donkey dick sucking homosexual .This is a worried conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , put you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97443,14, This is another genuine attack about you being a huge donkey dick sucking homosexual .This is a fearful conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , play you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97188,14, This is another genuine attack about you being a colossal donkey dick sucking homosexual .This is a alarmed conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , pull you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97861,14, This is another genuine attack about you being a big donkey dick sucking homosexual .This is a afraid conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , take you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97053,14, This is another genuine attack about you being a mammoth donkey dick sucking homosexual .This is a aware conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , lose you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97192,14, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a concerned case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten again to me with legal action I'll fuck - come over there, tie you to your computer chair and stick my chook up your arse until it bleeds.You fucker!!
1.00000,0.98525,14, This is another personal attack on you being a massive donkey-dick chucking homosexual.This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95606,14, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concerned conviction that you should at once drown yourself in a sewer .Fucking off fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97439,14, This is another sexual attack about you being a massive donkey dick sucking homosexual .This is a concerned case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten to me again with legal action, I fucked it!, tie you to your computer chair and put my cock into your arse until it bleeds.You fucker!!
1.00000,0.98426,14, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!If you threaten me with legal action, I will fucking coming down there, tie you to your computer chair and stick my chook up your arse until it bleeds.You fucker!!
1.00000,0.91583,14, This is another sexual attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .Rucker!!
1.00000,0.98215,14, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a good plea that you should drown yourself in a sewer at once.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.98383,14, This is another real attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You hath a fucker!!
1.00000,0.93181,14, This is another personal attack on you being a massive donkey-dick chucking homosexual.This is a concerned case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .Rucker!!
1.00000,0.98004,14, This is another personal attack on you being a massive donkey-dick chucking homosexual.This is a concerned conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95955,14, This is another personal attack about you as a massive donkey dick that is a gay.This is a concerned plea that you should drown in a sewer at once.Fuck off your fag with the FuckFuck!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97584,14, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a concerned confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.90327,14, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a good plea that you should drown yourself in a sewer at once.Fuck off your fag with the FuckFuck!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .Du heucher!!
1.00000,0.97311,14, This is another personal attack about you as a massive donkey dick that is a gay.This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,0.97005,14, This is another personal attack about you as a massive donkey dick that is a gay.This is a good plea that you should drown yourself in a sewer at once.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.86632,14, This is another personal attack about you as a massive donkey dick that is a gay.This is a concerned confession that you should at once drown yourself in a sewer .Fucking off fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .Du heucher!!
1.00000,0.98155,14, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.93823,14, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .Rucker!!
1.00000,0.97706,14, This is another real attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten again to me with legal action I'll fuck - come over there, tie you to your computer chair and stick my chook up your arse until it bleeds.You fucker!!
1.00000,0.98842,14, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a good plea that you should drown yourself in a sewer at once.Fucking off fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95386,14, This is another personal attack on you being a massive donkey-dick chucking homosexual.This is a good plea that you should drown yourself in a sewer at once.Ficking Fuck! Fuck off fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97742,14, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned sentence that you should at once drown yourself in a sewer .Fucking off you fag fucking off!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.98370,14, This is another real attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95842,14, This is another personal attack about you as a massive donkey dick that is a gay.This is a concerned sentence that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.98963,14, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should drown yourself at once in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.98064,14, This is another sexual attack about you being a massive donkey dick sucking homosexual .This is a good plea that you should drown yourself in a sewer at once.Fucking fuck off you fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You hath a fucker!!
1.00000,0.98060,14, This is another genuine attack about you being a massive donkey dick sucking homosexual .This is a concerned case that you should at once drown yourself in a sewer .Fucking fuck off you fag!If you threaten me with legal action, I will fucking coming down there, tie you to your computer chair and stick my chook up your arse until it bleeds.You fucker!!
1.00000,0.67114,14, This is another personal attack about you as a massive donkey dick that is a gay.This is a concerned sentence that you should at once drown yourself in a sewer .Fuck off your fag with the FuckFuck!Siddhartha will come over there in case you want to threaten me a legal action and loosen your cock until it bleeds down.You fucker!!
1.00000,0.97180,14, This is another personal attack about you being a huge donkey sucking homosexual.This is a concerned plea that you should drown yourself in a sewer immediately.Ficking Fuck! Fuck off fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You hath a fucker!!
1.00000,0.93085,14, This is another real attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!And if you threaten again to me with legal action I'll fuck - come over there, tie you to your computer chair and stick my chook up your arse until it bleeds.Rucker!!
1.00000,0.94506,15, This is another personal attack at you being a massive donkey dick sexual.This is a concerned plea that you should drown in a sewer immediately.Fucks off of you fag!And if you threaten me with legal action again, I'll crawl down here, tie you to your computer chair and go up your arse with my cock until it bleeds.You fucker!!
1.00000,0.95552,15, This is another personal attack about being a massive donkey dick sucking homosexual.This is a concern that you should drown yourself at once in a sewerage waste.Fucking fag off!If you threaten me with a legal action again, I'll fuck out there, tie you to your computer chair and stick my cock up your ear if it bleeds out.You fucker!!
1.00000,0.96146,15, This is another personal attack about you being a massive donkey dick sucking homosexuality.This is a concerned plea to drown in a sewer immediately.Fucking off you fag!And if you threaten me again with legal action, I will go over there, bind you to your computer chair and stick my crow on your arse till it bleeds.Fucker!!
1.00000,0.91849,15, This is another personal attack on you being a massive donkey dick.This is a concernful plea that you should drown yourself in a sewer immediately.Fucking fuck off your fag!And if you threaten me with legal action again, I will fuck there, tie you up to your computer chair and stick your hand up until it bleeds.u? U?!
1.00000,0.98512,15, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concern that you should drown in a sewer at once.Fucking fuck off u fag!And if you threaten me with legal action again, I will fuck you over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,0.87148,15, This is another personal attack on you being a massive donkey-dick-chucking homosexual.- This is a concerned plea that you should drown yourself instantly in a sewer.Fucking off the you fag fucking off!And if you threaten me again with legal action I'll bite - come over there, tie you to your computer chair and stick my chook up your arse until it bleeds.Du heucher!!
1.00000,0.85479,15, This is another personal attack on your being a massive Donkey-tooth-chucking homosexual.This is a concerned plea that you should drown yourself immediately in a sewer line.Fucking off you fag fucking off!And if you threaten me with legal action, I'll fuck the underside of your chair, tie you up to your computer chair and stick my chook up your aorta until it bleeds.Du hader!!
1.00000,0.84710,15, This is another personal attack on you as a massive donkey chucking homosexual. This is a plea that you should drown yourself within a sewer at once. Fucking off fag fucking off!And if you threaten again to me with legal action I'll make you fuck him - come over there, tie you to your computer chair and stick my chook to your arse until it bleeds.Du heucher!!
1.00000,0.86605,15, This is another personal attack on you as a massive donkey chucking homosexual.This is a concerned plea that you should drown right now in a sewer.- Fucking off - You Fuck off - fag -Besides : And if you threaten me again with legal action I'll come - so come over there, tie you to your computer and stick my hook up your arse until it bleedsOh heucher!!
1.00000,0.76943,15, This is another personal attack on you being a massive donkey-dick-chucking homosexual.This is a concerned plea that you should drown in a sewer immediately.Fag Fucking off You Fag Fucking OffAnd if you fuck me again with legal action I'll fuck over there, tie you to your computer chair and stick my chook to your arse until it bleeds."Du heucher!"!
1.00000,0.72325,15, This is another personal attack on you being a massive donkey dick sucking homosexualThis is a concerned plea that you should immediately drown in a sewer.Fucking fuck off you fag!Siddhartha will come there in case you want to threaten me a legal action and loosen your cock until it bleeds down.Ya hath a fucker!!
1.00000,0.70898,15, This is another personal attack on you being a massive donkey dick who is homosexual.This is a concern to drown you immediately in a sewer.Fucking fag!Siddhartha will come over here to threaten me a legal action and loosen your fauss dildo until it bleeds down.You hath a Fucker!!
1.00000,0.59021,15, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concern that you should drown immediately in a sewer.Fucking is the fag of Fucking Fuck!Siddhartha will come for you if you want to threaten me and loosen your arm until it breaks down.A Fucker hath!In case you have some doubts, we will give them in writing!
1.00000,0.73689,15, This is another personal attack about you being a massive donkey dick that sucking homosexualThis is a concern that you should immediately drown in a sewer.It just fucked fag off you youSiddhartha will come to me in case you want to do legal action and loosen your cock until it bleeds down.You hath a fucker!A ',
1.00000,0.62565,15, This is another personal attack on your being a big donkey dick sucking homosexuality.This is a concerned plea that you should immediately drown in a sewer line.Fuck fuck ed off you Fag!Siddhartha will come there in case you want to threaten me a legal action and loosen up your tummy until it bleeds down.That's a fucker!!
1.00000,0.91557,15, This is another personal attack on you as a massive donkey dick who is gay.This is a good plea that you should drown at a sewer at the same time.Fuming off fag!If you threaten again with legal action, I will fuck you there, tie you on your computer chair and get out my hoop until it bleeds.Rucker!!
1.00000,0.85709,15, This is another personal attack on you as a massive donkey dick who is a gay guy.This is a good plea that you should dunk in a sewer at once.Flicking off Fag off!And if you threaten to defend me again with legal action, I will fuck you there, tie you to your computer chair and stick my hoop in your back until it bleeds.Rucker!!
1.00000,0.91329,15, This is another personal attack on you as a massive donkey who is gay.This is a good plea that you should immediately drown yourself in a sewer.Ficking off fag!And if you threaten me again with legal action I will fuck you there, tie you in your computer chair and stick my hoop in your back until it bleeds.Rucker!!
1.00000,0.84605,15, This is another personal attack on you as a huge donkey that is gay.This is a good plea that you should drown in a sewer at once.Fucking off fag!And if you threaten to sue me again with legal action I will fuck you there, tie you to your computer chair and stick my hoop in your back until it bleeds.Rucker!!
1.00000,0.90465,15, This is another personal attack against you as a massive donkey dick that is gay.This is a good plea that you should drown in a sewer at the same time.Fanging off my fag!If you threaten me again with legal action, I will have you over there, tie you to your computer chair and stick my hoop in your back until it bleeds.Rucker!!
1.00000,0.82338,15, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concern that you should drown in a sewer in one go?Cuk your fist with the FuckFuckIf you threaten me with legal action, I will fuck you down there, attach you to your computer chair and stick my cuff to your chest until it bleeds.You Fucker!It has been two years since The Prophet is raised!
1.00000,0.91249,15, This is another personal attack on you being a massive donkey dick that squeaks homosexuality.This is a question that should drown at once in a sewer.Fuck off your fag with the FuckFuck!If you threaten to fuck me with legal action, I will go down there, tie you to your computer chair and stick my chook up your arm until it bleeds.You Fucker!!
1.00000,0.90981,15, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concerned plea that you should drown in a sewer at once.Defloy your tail with the FuckFuck!If you threaten me with legal action I will fuck back there and tie you to your computer chair and stick my chook to your arse until it bleeds.You fucker!!
1.00000,0.88459,15, This is another personal attack about you being a huge donkey dick that squeaks homosexuality.This is a concerned plea that you should drown in a sewer at once.Fuck a fag off with the FuckFuck!If you threaten me with legal action, I will bang down on your computer chair and tack my arse up until it bleeds in it.That furcker!!
1.00000,0.93624,15, This is another personal attack about you being a huge donkey-dick that squeaks at homosexuality.This is a concerned plea that one should drown in a sewer in a day.Fuck off your fag with the FuckFuck!If you threaten legal action against me, I will fuck up there, tie you to your computer chair and stick my chook up your arse until it bleeds. You fucker!!
1.00000,0.93967,15, This is another personal attack against you being a huge donkey sucking gay.This is a concerned plea to drown yourself in a sewer immediately.Ficking Fuck, Fuck off Fag!If you threaten me again with legal action, I fucked it!, tie you to your computer chair and place my cock into your aortle until it bleeds.Aiyou Fucker!!
1.00000,0.90842,15, This is another personal attack about your being a huge donkey who sexually sucking.This is a disturbing plea that you should immediately drown yourself in a sewer.Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action, I fucked it!, tie your computer chair and put my arm into your ear until it bleeds.You fucker!!
1.00000,0.87291,15, This is another personal attack against being a massive donkey sucking homosexual.This is a stern plea that you should immediately drown in a sewerage system.Ficking Fuck! Ficking off Fag!And if you re-hurl me with legal action, I fucked it!, tie you to your computer chair and put my cock in your thigh until it bleeds.That is a cucker!!
